1,0 
2,0 
3,0 
4,298.80357365438016 
5,279.53155533206115 
6,272.6490817296032 
7,271.92564940768744 
8,272.13807944671686 
9,273.32232621634057 
10,275.2822811778353 
11,275.3254310659079 
12,274.1457763839011 
13,276.56707974173406 
14,283.03123510485403 
15,285.2370918525829 
16,287.0370060736863 
17,289.782578471245 
18,296.4075939705339 
19,301.0939419930211 
20,306.79253767237753 
21,309.08952223645235 
22,306.72479162065025 
23,304.3111882447699 
24,303.1598906985484 
25,301.85000099702506 
26,300.91949663703264 
27,298.9606283708164 
28,297.5502680181331 
29,297.2779973633887 
30,295.90386108241677 
31,293.3530624673794 
32,291.2114285977153 
33,290.2602956179564 
34,290.16077497015283 
35,290.7673839569606 
36,283.9816751532377 
37,275.4807444465871 
38,271.4389836701242 
39,264.29320844939247 
40,260.7756980865441 
41,258.0721211772474 
42,255.51725689403878 
43,252.84489736405556 
44,251.04522262522408 
45,249.12175798247563 
46,246.90810970309292 
47,244.8052844945518 
48,243.2710403041861 
49,240.68295143151187 
50,237.1243575243916 
51,236.0083411513124 
52,235.75991150582516 
53,234.0805598818901 
54,232.81560840436654 
55,233.55775125999855 
56,233.2496512277508 
57,229.7950871815954 
58,233.31004237427385 
59,241.24717455224754 
60,239.75472067664774 
61,234.72405603083976 
62,232.55656307330648 
63,232.59322521014684 
64,233.80885133233963 
65,235.04555395459911 
66,233.7004882069443 
67,231.47561539503607 
68,233.67397941937128 
69,241.84853269747427 
70,249.77934253279676 
71,248.81681916483805 
72,248.93611959477815 
73,245.2080060909977 
74,244.71874397638445 
75,245.2977035299821 
76,246.4596581426669 
77,250.4389832594652 
78,255.46597450330196 
79,261.1245027730402 
80,268.99660094152256 
81,276.67568161716923 
82,285.5286309511384 
83,297.0799086812267 
84,311.0704602934808 
85,326.8815272737223 
86,339.3257680517455 
87,346.4837515129855 
88,351.260695693033 
89,352.3536904429653 
90,357.2268353131445 
91,0 
92,0 
93,0 
94,0 
95,0 
96,0 
97,0 
98,0 
